Unit name,Zone,Country,name,Status,Operator,Construction's begin,Commissioning Year,Decommissioning Year,Category,Energy 1,Energy 2,Energy 3,Technology,Sub Energy 1,Sub Energy 2,Sub Energy 3,Sub-techno.,CHP,CCS,Barge,Desalination,capacity,Energy Capacity (MWh),Discharge duration (hours),Last Update,Comment,City,lat,long,CAPEX (USDm),Date of financing,Production 2007 (GWh),Production 2008 (GWh),Production 2009 (GWh),Production 2010 (GWh),Production 2011 (GWh),Production 2012 (GWh),Production 2013 (GWh),Production 2014 (GWh),Production 2015 (GWh),Production 2016 (GWh),Production 2017 (GWh),Production 2018 (GWh),Production 2019 (GWh),Production 2020 (GWh),Load factor 2007 (%),Load factor 2008 (%),Load factor 2009 (%),Load factor 2010 (%),Load factor 2011 (%),Load factor 2012 (%),Load factor 2013 (%),Load factor 2014 (%),Load factor 2015 (%),Load factor 2016 (%),Load factor 2017 (%),Load factor 2018 (%),Load factor 2019 (%),Load factor 2020 (%),cluster
Helmstedt Treue-Ost,Europe,Germany,Helmstedt Treue-Ost,Operational,E.ON,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.8,,,20/09/2021,,Helmstedt,52.228966,11.009544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Fasanerie,Europe,Germany,Fasanerie,Operational,,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Regnitzlosau,50.3027425,12.0468678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
Prignitz,Europe,Germany,Prignitz,Operational,,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.8,,,20/09/2021,,Prignitz,53.0392549,12.0455484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Cuxhaven - V,Europe,Germany,Cuxhaven - V,Operational,EWE,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.5,,,20/09/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Wulfsdorf,Europe,Germany,Wulfsdorf,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.25,,,20/09/2021,,Diepholz,52.7403234,8.7672954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Oelsig Süd II,Europe,Germany,Oelsig Süd,Operational,WKN,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Oelsig,51.68,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Rothensee,Europe,Germany,Rothensee,Operational,Enercon,,,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Rothensee,52.2,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Windpark Bredow/Zeestow II,Europe,Germany,Windpark Bredow/Zeestow II,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.4,,,20/09/2021,,Bredow,52.5859511,12.9289327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Grimmen III,Europe,Germany,Grimmen III,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Grimmen,54.1081457,13.0377493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Illmersdorf,Europe,Germany,Illmersdorf,Operational,Stadtwerke München GmbH,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Niederer Fläming,51.8821845,13.3481174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Klein Bünzow - III,Europe,Germany,Klein Bünzow - III,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Klein Bünzow,53.9247469,13.6179462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Lockstedt,Europe,Germany,Lockstedt,Operational,Stadtwerke München GmbH,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Rätzlingen,52.9763461,10.6766223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Meyn,Europe,Germany,Meyn,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Meyn,54.7586072,9.2216422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Mittelhausen,Europe,Germany,Mittelhausen,Operational,,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Mittelhausen,51.4338364,11.4628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Mittelhausen I,Europe,Germany,Mittelhausen I,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Mittelhausen,51.4338364,11.4628906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Mücklinghausen,Europe,Germany,Mücklinghausen,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Mücklinghausen,51.6140649,7.1979453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Schwanebeck,Europe,Germany,Schwanebeck,Operational,WP Schwanebeck u. Wulferstedt Infrastruktur GbR,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.0,,,20/09/2021,,Harsleben,51.8695168,11.0983325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Wilstedt,Europe,Germany,Wilstedt,Operational,Windpark Wilstedt GmbH & Co. KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Wilstedt,53.1942459,9.0963891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Dubener Platte,Europe,Germany,Dubener Platte,Operational,BKW,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,40.0,,,20/09/2021,,Luckau,51.8530383,13.7099741,43.531729189113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Willenscharen-Brokstedt,Europe,Germany,Willenscharen-Brokstedt,Operational,Abrechnungsstelle Windpark Willenscharen-Brokstedt GBR,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.2,,,20/09/2021,,Willenscharen-Brokstedt,53.989828,9.823435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Midlum WPP,Europe,Germany,Midlum WPP,Operational,TREF Wind Midlum GmbH & Co. KG,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,35.0,,,20/09/2021,,Midlum,53.7312882,8.6173054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Utgast II,Europe,Germany,Utgast II,Operational,,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.0,,,20/09/2021,,Utgast,53.6306592,7.5779208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Achim,Europe,Germany,Achim,Operational,ecoJoule construct GmbH,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.3,,,20/09/2021,,Achim,53.012833,9.025493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Aachen,Europe,Germany,Aachen,Operational,,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Aachen,50.77417,6.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Badbergen,Europe,Germany,Badbergen,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Badbergen,52.6357036,7.9807129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Dretzen,Europe,Germany,Dretzen,Operational,,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Dretzen,52.2333333,12.3166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Emsdetten - II,Europe,Germany,Emsdetten - II,Operational,ProWind,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.0,,,20/09/2021,,Emsdetten,52.1757755,7.5274064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Schuby,Europe,Germany,Schuby,Operational,NSG Netzanschluß Schuby GmbH,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Schuby,54.5170785,9.4756383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Silmersdorf,Europe,Germany,Silmersdorf,Operational,Windpark Silmersdorf GmbH & Co KG,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.5,,,20/09/2021,,Silmersdorf,53.2660595,12.1235859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Voltlage-Höckel,Europe,Germany,Voltlage-Höckel,Operational,Windpark Voltlage-Höckel GbR,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Voltlage,52.4321016,7.7486002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Aerzen,Europe,Germany,Aerzen,Operational,,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.4,,,16/11/2021,,Aerzen,52.048283,9.259595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Borsum,Europe,Germany,Borsum,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.0,,,20/09/2021,,Borsum,52.2,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Hemme III,Europe,Germany,Hemme III,Operational,,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.8,,,20/09/2021,,Hemmerwurth,54.29,9.001475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Aurich - I,Europe,Germany,Aurich - I,Operational,Bürgerwindpark Königsmoor GmbH & Co KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.5,,,20/09/2021,,Aurich,53.4708393,7.4848308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Aurich - II,Europe,Germany,Aurich - II,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.4,,,20/09/2021,,Aurich,53.4708393,7.4848308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Ausleben - II,Europe,Germany,Ausleben - II,Operational,,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.9,,,20/09/2021,,Ausleben,52.0863533,11.1195598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Ausleben - III,Europe,Germany,Ausleben - III,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Ausleben,52.0863533,11.1195598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Basedow,Europe,Germany,Basedow,Operational,Enertrag,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.9,,,20/09/2021,,Basedow,53.6983701,12.6823945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Bassum,Europe,Germany,Bassum,Operational,BHT-Windpark,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Bassum,52.8455301,8.7223071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Beeskow WPP,Europe,Germany,Beeskow WPP,Operational,"Breeze Four Energy GmbH & Co. KG /
Itec International",,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Beeskow,52.173734,14.2465281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Berge,Europe,Germany,Berge,Operational,"Windpark Berge-Kleeste GmbH & Co. KG /
Energiequelle GmbH",,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,28.8,,,20/09/2021,,Berge,52.6221345,7.7459428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Bernstadt a. d. Eigen,Europe,Germany,Bernstadt a. d. Eigen,Operational,Erzeugergemeinschaft Dittersbach GbR,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.8,,,20/09/2021,,Bernstadt a. d. Eigen,51.047156,14.8228423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
Bersteland-Niewitz,Europe,Germany,Bersteland-Niewitz,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.0,,,20/09/2021,,Bersteland-Niewitz,51.936321,13.785948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Beseritz - II,Europe,Germany,Beseritz - II,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.9,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Bestwig - III,Europe,Germany,Bestwig - III,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Bestwig - II,Europe,Germany,Bestwig - II,Operational,,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Bestwig - I,Europe,Germany,Bestwig - I,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.5,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Beuna,Europe,Germany,Beuna,Operational,Energiequelle,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Bevensen-Emmendorf,Europe,Germany,Bevensen-Emmendorf,Operational,Energiequelle,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.0,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Bevensen-Masendorf,Europe,Germany,Bevensen-Masendorf,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Beseritz,53.0122208,10.6304277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Beveringen,Europe,Germany,Beveringen,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.4,,,20/09/2021,,Beveringen,53.160526,12.209148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Beverstedt,Europe,Germany,Beverstedt,Operational,Windpark GmbH & Co. Weserbrise KG,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.2,,,20/09/2021,,Beverstedt,53.4317865,8.8211116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Biegen,Europe,Germany,Biegen,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Biegen,50.8838492,8.0209591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Biere I-2,Europe,Germany,Biere I,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.25,,,20/09/2021,,Biere,51.98,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Biere I-1,Europe,Germany,Biere I,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,8.7,,,20/09/2021,,Biere,51.98,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Biere I-3,Europe,Germany,Biere I,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.0,,,20/09/2021,,Biere,51.98,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Bischofswerda,Europe,Germany,Bischofswerda,Operational,Bau- und Umwelttechnik Gesellschaft für ökologisches Investment mbH & Co.Windwelt KG,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Bischofswerda,51.1252883,14.1842026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Bocholt,Europe,Germany,Bocholt,Operational,CaSa Energy GmbH,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Bocholt,51.8384277,6.6150917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Bockenem,Europe,Germany,Bockenem,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Bockenem,52.0099516,10.1332768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Bockhorn,Europe,Germany,Bockhorn,Operational,Windpark Hiddels GmbH & Co. Betriebs KG,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.3,,,20/09/2021,,Bockhorn,53.3950953,8.0210396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Bokhorst,Europe,Germany,Bokhorst,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Bokhorst,54.06,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Boldixum,Europe,Germany,Boldixum,Operational,,,1990.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.25,,,20/09/2021,,Boldixum,54.7,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Borchen - II,Europe,Germany,Borchen - II,Operational,Mönikes Energie GmbH & Co. KG,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.8,,,20/09/2021,,Borchen,51.6659316,8.7276375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Borchen - I,Europe,Germany,Borchen - I,Operational,H & P Windkraft GmbH & Co. KG,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.8,,,20/09/2021,,Borchen,51.6659316,8.7276375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Braderup,Europe,Germany,Braderup,Operational,Windpark Braderup,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.8,,,20/09/2021,,Braderup,54.83333,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bramstedt,Europe,Germany,Bramstedt,Operational,"FWE Windpark Wittstedt K/S 
c/o ESSEX INVEST A/S",,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,19.5,,,20/09/2021,,Bramstedt,53.3661132,8.6898225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Bremen - III,Europe,Germany,Bremen - III,Operational,WindRAT Bremen GmbH & Co.KG,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,13.2,,,20/09/2021,,Bremen,53.07694,8.80889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Bremen - II,Europe,Germany,Bremen - II,Operational,SWB,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Bremen,53.07694,8.80889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Bremen - I,Europe,Germany,Bremen - I,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Bremen,53.07694,8.80889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Speckenbüttel WEA I,Europe,Germany,Speckenbüttel WEA,Operational,Stadtwerke Bochum Holding GmbH,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.0,,,20/09/2021,,Bremerhaven,53.5395845,8.5809424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Speckenbüttel WEA II,Europe,Germany,Speckenbüttel WEA,Operational,Stadtwerke Bochum Holding GmbH,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.0,,,20/09/2021,,Bremerhaven,53.5395845,8.5809424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Briest,Europe,Germany,Briest,Operational,Energiekontor,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.9,,,20/09/2021,,Briest,52.4415249,12.4373132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Bröckel,Europe,Germany,Bröckel,Operational,Windpark GmbH & Co. Bröckel-Eicklingen KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Bröckel,52.5169316,10.2148186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Bruchhausen-Vilsen - II,Europe,Germany,Bruchhausen-Vilsen - II,Operational,,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Bruchhausen-Vilsen,52.827622,8.9888464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Brunsbüttel - 3,Europe,Germany,Brunsbuettel - 3,Operational,Windpark Brunsbüttel GmbH,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Brunsbuttel,53.5811609,9.7144668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bucha,Europe,Germany,Bucha,Operational,"Windfarm Weimar GmbH & Co.KG, 
RheinEnergieAG",,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Bucha,50.8810643,11.5124367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Buchhausen,Europe,Germany,Buchhausen,Operational,,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.0,,,16/11/2021,,Buchhausen,48.8142631,12.1703513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
Buchholz i.d.N.,Europe,Germany,Buchholz i.d.N.,Operational,EnBW,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,36.0,,,20/09/2021,,Buchholz,53.33048,9.873643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Bunde-Bunderhee,Europe,Germany,Bunde-Bunderhee,Operational,Enova,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.0,,,20/09/2021,,Bunde-Bunderhee,53.2022679,7.284052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Büren - II,Europe,Germany,Büren - II,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.95,,,20/09/2021,,Kreis Paderborn,51.5528758,8.5598995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Büren - III,Europe,Germany,Büren - III,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.0,,,20/09/2021,,Kreis Paderborn,51.5528758,8.5598995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Büren - I,Europe,Germany,Büren - I,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,3.0,,,20/09/2021,,Kreis Paderborn,51.5528758,8.5598995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Butjadingen,Europe,Germany,Butjadingen,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,24.7,,,20/09/2021,,Butjadingen,53.55,8.3333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Büttel - II,Europe,Germany,Büttel - II,Operational,,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.0,,,20/09/2021,,Büttel,53.9001497,9.2278002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Büttstedt,Europe,Germany,Büttstedt,Operational,,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Büttstedt,51.2593352,10.3073142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Cismar,Europe,Germany,Cismar,Operational,Denker & Wulf AG,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Cismar,54.190278,10.986111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
Clenze,Europe,Germany,Clenze,Operational,,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Clenze,52.9357195,10.954878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
Coesfeld,Europe,Germany,Coesfeld,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.4,,,20/09/2021,,Coesfeld,51.940984,7.166862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Cottbus-Dissenchen,Europe,Germany,Cottbus-Dissenchen,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Cottbus-Dissenchen,51.7750389,14.4384985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Cuxhaven - IV,Europe,Germany,Cuxhaven - IV,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.8,,,20/09/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Cuxhaven - III,Europe,Germany,Cuxhaven - III,Operational,,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Cuxhaven - VI,Europe,Germany,Cuxhaven - VI,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.3,,,20/09/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Cuxhaven - II,Europe,Germany,Cuxhaven - II,Operational,,,1996.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Cuxhaven - I,Europe,Germany,Cuxhaven - I,Operational,,,1994.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,16/11/2021,,Cuxhaven,53.861701,8.694068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Dersekow - II,Europe,Germany,Dersekow - II,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Dersekow,54.053165,13.284602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Dessau - II,Europe,Germany,Dessau - II,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.3,,,20/09/2021,,Dessau,51.83,12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Detmold,Europe,Germany,Detmold,Operational,Windpark Nienhagen GmbH & Co. KG,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Detmold,51.9384783,8.868638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Dettelbach,Europe,Germany,Dettelbach,Operational,Volta Windkraft,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Buchbrunn,49.8032303,10.1599184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Diemelstadt - II,Europe,Germany,Diemelstadt - II,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Hespringhausen,51.474965,9.009052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
Dinklage,Europe,Germany,Dinklage,Operational,WP Höne Planungs- u. Betriebs GmbH & Co.KG,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.2,,,20/09/2021,,Dinklage,52.6632914,8.1234508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Döbeln,Europe,Germany,Döbeln,Operational,Windpark Littdorf GmbH & Co. KG,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.5,,,20/09/2021,,Döbeln,51.1229322,13.1167196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Domnitz - II,Europe,Germany,Domnitz - II,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Domnitz,51.629633,11.840258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
Dornbock,Europe,Germany,Dornbock,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Dornbock,51.8413969,11.8818232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
