Unit name,Zone,Country,name,Status,Operator,Construction's begin,Commissioning Year,Decommissioning Year,Category,Energy 1,Energy 2,Energy 3,Technology,Sub Energy 1,Sub Energy 2,Sub Energy 3,Sub-techno.,CHP,CCS,Barge,Desalination,capacity,Energy Capacity (MWh),Discharge duration (hours),Last Update,Comment,City,lat,long,CAPEX (USDm),Date of financing,Production 2007 (GWh),Production 2008 (GWh),Production 2009 (GWh),Production 2010 (GWh),Production 2011 (GWh),Production 2012 (GWh),Production 2013 (GWh),Production 2014 (GWh),Production 2015 (GWh),Production 2016 (GWh),Production 2017 (GWh),Production 2018 (GWh),Production 2019 (GWh),Production 2020 (GWh),Load factor 2007 (%),Load factor 2008 (%),Load factor 2009 (%),Load factor 2010 (%),Load factor 2011 (%),Load factor 2012 (%),Load factor 2013 (%),Load factor 2014 (%),Load factor 2015 (%),Load factor 2016 (%),Load factor 2017 (%),Load factor 2018 (%),Load factor 2019 (%),Load factor 2020 (%),cluster
Dornstedt - I,Europe,Germany,Dornstedt,Operational,Prokon,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Dornstedt,51.410298,11.7451628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Dornstedt - II,Europe,Germany,Dornstedt,Operational,Prokon,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,8.0,,,20/09/2021,,Dornstedt,51.410298,11.7451628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Dornum - II,Europe,Germany,Dornum - II,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,6.15,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dornum - VI,Europe,Germany,Dornum - VI,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.8,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dornum - IV,Europe,Germany,Dornum - IV,Operational,,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.2,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dornum - VII,Europe,Germany,Dornum - VII,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.9,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dornum - III,Europe,Germany,Dornum - III,Operational,,,1992.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.9,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dornum - V,Europe,Germany,Dornum - V,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.6,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dornum - I,Europe,Germany,Dornum - I,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,17.0,,,20/09/2021,,Georgshof,53.6456567,7.4281345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Dörpen - 1,Europe,Germany,Dörpen - 1,Operational,DIF Windpark Heede GmbH & Co.KG,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.5,,,20/09/2021,,Dörpen,52.9679574,7.3419972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Dörpum,Europe,Germany,Dörpum,Operational,UW Dörpum GmbH,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,89.5,,,20/09/2021,,Dörpum,54.6521583,8.9965114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Dötlingen,Europe,Germany,Dötlingen,Operational,Windkraft Iserloy GmbH & Co KG,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Dötlingen,52.9361745,8.3822783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Drebkau-Casel,Europe,Germany,Drebkau-Casel,Operational,Windpark Greifenhain GmbH & Co. KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Drebkau,51.9502649,11.6922735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Druxberge,Europe,Germany,Druxberge,Operational,"Umspannwerke Druxberge GmbH & Co. KG 
c/o Windstrom GmbH",,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,116.7,,,20/09/2021,,Druxberge,52.156255,11.3099504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Düvier,Europe,Germany,Düvier,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Düvier,54.0160869,13.0682505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Eisenach - I,Europe,Germany,Eisenach - I,Operational,,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,17.6,,,20/09/2021,,Eisenach,50.9795715,10.3146872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Welschbillig/Eisenach,Europe,Germany,Welschbillig/Eisenach,Operational,Agro-WEA,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.0,,,20/09/2021,,Eisenach,50.9795715,10.3146872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Eisenach - II,Europe,Germany,Eisenach - II,Operational,Green Energy GmbH,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.4,,,20/09/2021,,Eisenach,50.9795715,10.3146872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Eixen,Europe,Germany,Eixen,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Eixen,54.1623228,12.7240005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Ellhöft - II,Europe,Germany,Ellhöft - II,Operational,Grenzstrom Vindtved,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.2,,,20/09/2021,,Ellhöft,54.8885731,8.9576948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Ellhöft - I,Europe,Germany,Ellhöft - I,Operational,Windpark Ellhöft,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,7.8,,,20/09/2021,,Ellhöft,54.8885731,8.9576948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Elsfleth - I,Europe,Germany,Elsfleth - I,Operational,"Wehrder Bürgerwp.u. Wehrderwp. 1.Betr. 
u. Wp Wehrder Bautr. GmbH",,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.4,,,20/09/2021,,Elsfleth,53.08333,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Elsfleth - II,Europe,Germany,Elsfleth - II,Operational,"Huntorfer Windpark GmbH & Co. KG 
und Bürgerwp. Huntorf GmbH",,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Elsfleth,53.08333,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Emden - IV,Europe,Germany,Emden - IV,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.5,,,20/09/2021,,Emden,53.3594029,7.2060095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Emden - II,Europe,Germany,Emden - II,Operational,EWE,,1997.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.8,,,20/09/2021,,Emden,53.3594029,7.2060095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Emsdetten - I,Europe,Germany,Emsdetten - I,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,0.16,,,20/09/2021,,Emsdetten,52.1757755,7.5274064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Emstek - IV,Europe,Germany,Emstek - IV,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,8.0,,,20/09/2021,,Emstek,52.8342815,8.1555069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Enningerloh,Europe,Germany,Enningerloh,Operational,Windpark GmbH & Co. Enningerloh KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Ennigerloh,51.8402587,8.0308796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Erfstadt,Europe,Germany,Erfstadt,Operational,Enercon,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Erftstadt,50.803063,6.767463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Erfurt-Kerspleben - II,Europe,Germany,Erfurt-Kerspleben - II,Operational,Ventimotor GmbH & Co.UHW KG,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,22.0,,,20/09/2021,,Erfurt,50.9847679,11.0298799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Esche,Europe,Germany,Esche,Operational,Bürgerwindpark Esche Verwaltungsgesellschaft,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Esche,52.541185,6.9596763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Eschweiler-1,Europe,Germany,Eschweiler,Operational,RWE,,2017.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.8,,,20/09/2021,,Aldenhoven,50.895861,6.282096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Espelkamp - III,Europe,Germany,Espelkamp - III,Operational,SeeBa Energy Farming,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Frotheim,52.3768799,8.6329708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Espelkamp - IV,Europe,Germany,Espelkamp - IV,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.4,,,20/09/2021,,Frotheim,52.3768799,8.6329708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Espelkamp - II,Europe,Germany,Espelkamp - II,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Frotheim,52.3768799,8.6329708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Espelkamp - I,Europe,Germany,Espelkamp - I,Operational,,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.5,,,20/09/2021,,Frotheim,52.3768799,8.6329708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Esperstedt-Obhausen,Europe,Germany,Esperstedt-Obhausen,Operational,WEO,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,40.0,,,20/09/2021,,Esperstedt,51.4235129,11.6789441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Eulgem,Europe,Germany,Eulgem,Operational,"BBG Eulgem Windkraftanlagen. Eulgem,",,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.6,,,20/09/2021,,Hambuch,50.2399788,7.1758455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Euscheid,Europe,Germany,Euscheid,Operational,Windpark Kesfeld-Heckhuscheid GmbH & Co. KG,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,32.5,,,20/09/2021,,Euscheid,50.1327927,6.3040859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Everswinkel I,Europe,Germany,Everswinkel I,Operational,Windpark Everswinkel,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,5.9,,,20/09/2021,Sold by BayWa to Stadtwerke Stuttgart in October 2103.,Everswinkel,48.7754181,9.1817588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
Extertal - II,Europe,Germany,Extertal - II,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.65,,,20/09/2021,,Lippe,52.065003,9.124622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Extertal - III,Europe,Germany,Extertal - III,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.8,,,20/09/2021,,Lippe,52.065003,9.124622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Falkenberg,Europe,Germany,Falkenberg,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,8.0,,,20/09/2021,,Falkenberg,51.5839324,13.1749244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Falkenberg-Elster-Beyern,Europe,Germany,Falkenberg-Elster-Beyern,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,1.0,,,20/09/2021,,Falkenberg,51.5839324,13.1749244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Falkenberg-Elster-Großrössen,Europe,Germany,Falkenberg-Elster-Großrössen,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,1.2,,,20/09/2021,,Falkenberg,51.5839324,13.1749244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Falkenberg-Elster-Rehfeld,Europe,Germany,Falkenberg-Elster-Rehfeld,Operational,,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Falkenberg,51.5839324,13.1749244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
Fiebing,Europe,Germany,Fiebing,Operational,Windpark Fiebing GmbH & Co. KG,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.6,,,20/09/2021,,Fiebing,53.351667,7.674722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Flensburg,Europe,Germany,Flensburg,Operational,Enertrag,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,26.1,,,20/09/2021,,Flensburg,54.7937431,9.4469964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Flomborn,Europe,Germany,Flomborn,Operational,Windpark Flomborn / Stetten GmbH & Co. KG,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Flomborn,49.6914632,8.1511565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Förderstedt - I,Europe,Germany,Förderstedt - I,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,28.0,,,20/09/2021,,Förderstedt,51.8983604,11.6351419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Förderstedt - II,Europe,Germany,Förderstedt - II,Operational,Prokon,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Förderstedt,51.8983604,11.6351419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Förderstedt - III,Europe,Germany,Förderstedt - III,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,27.0,,,20/09/2021,,Förderstedt,51.8983604,11.6351419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Frauenhagen,Europe,Germany,Frauenhagen,Operational,e.disnatur Erneuerbare Energien GmbH,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.4,,,20/09/2021,,Frauenhagen,53.0863471,14.0308365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Freiburg - I,Europe,Germany,Freiburg - I,Operational,Energiekontor,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Freiburg,47.9990077,7.8421043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Freiburg - II,Europe,Germany,Freiburg - II,Operational,Energiekontor,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.5,,,20/09/2021,,Freiburg,47.9990077,7.8421043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Freiburg - III,Europe,Germany,Freiburg - III,Operational,Bürgerwindpark Oederquart Erschließungsges.mbH & Co.,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Freiburg,47.9990077,7.8421043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Freren,Europe,Germany,Freren,Operational,BW Bürgerwindpark Freren,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,24.0,,,20/09/2021,,Freren,52.4867411,7.5442884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Fresenburg,Europe,Germany,Fresenburg,Operational,BVT Windpark Sustrum/Renkenberge GmbH & Co. KG,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,25.5,,,20/09/2021,,Fresenburg,52.8844686,7.309017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Friesoythe - II,Europe,Germany,Friesoythe - II,Operational,Windpark Gehlenberg Pool GbR,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,34.2,,,20/09/2021,,Friesoythe,53.0205812,7.8587063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Thüle,Europe,Germany,Thüle,Operational,Energiequelle,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Friesoythe,53.0205812,7.8587063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Friesoythe - I,Europe,Germany,Friesoythe - I,Operational,SachsenFonds Windpark IV GmbH & Co. KG,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Friesoythe,53.0205812,7.8587063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Genthin - I,Europe,Germany,Genthin - I,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.7,,,20/09/2021,,Genthin,52.4006218,12.1601527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Genthin - II,Europe,Germany,Genthin - II,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,15.0,,,20/09/2021,,Genthin,52.4006218,12.1601527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Genthin - III-1,Europe,Germany,Genthin - III,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,20.0,,,20/09/2021,,Genthin,52.4006218,12.1601527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Gerbstedt - II,Europe,Germany,Gerbstedt - II,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.5,,,20/09/2021,,Gerbstedt,51.65,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Gerbstedt - III,Europe,Germany,Gerbstedt - III,Operational,,,2008.0,,Renewables,Wind,,,On-shore,,,,,,,,,4.0,,,20/09/2021,,Gerbstedt,51.65,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Gerbstedt - IV,Europe,Germany,Gerbstedt - IV,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.4,,,20/09/2021,,Gerbstedt,51.65,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Gersdorf,Europe,Germany,Gersdorf,Operational,,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,36.0,,,20/09/2021,,Gersdorf,50.7584747,12.710033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Gerstetten,Europe,Germany,Gerstetten,Operational,Gnannenweiler Windnetz GmbH & Co. KG,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,16.8,,,20/09/2021,,Gerstetten,48.6225677,10.0195611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Gevensleben - II,Europe,Germany,Gevensleben - II,Operational,,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.8,,,20/09/2021,,Gevensleben,52.075866,10.82222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Gevensleben - III,Europe,Germany,Gevensleben - III,Operational,,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Gevensleben,52.075866,10.82222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Giersleben - II,Europe,Germany,Giersleben - II,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.9,,,20/09/2021,,Giersleben,51.7648605,11.5601306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Giersleben-Strummendorf,Europe,Germany,Giersleben-Strummendorf,Operational,Ecomill Windpark GmbH & Co. Giersleben KG,,1999.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.8,,,20/09/2021,,Giersleben,51.7648605,11.5601306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Glövzin - I,Europe,Germany,Glövzin - I,Operational,,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,0.15,,,20/09/2021,,Glövzin,53.2880482,11.4891981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
Gölenkamp,Europe,Germany,Gölenkamp,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Gölenkamp,52.5094432,6.9155603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
Görlitz - II,Europe,Germany,Görlitz - II,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,6.9,,,20/09/2021,,Görlitz,51.15,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
Gornau - I,Europe,Germany,Gornau - I,Operational,,,2009.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.0,,,20/09/2021,,Gornau,50.75,13.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Gransee,Europe,Germany,Gransee,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Gransee,48.32,10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Greven,Europe,Germany,Greven,Operational,,,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.5,,,20/09/2021,,Greven,52.0965179,7.61711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Grevenkop,Europe,Germany,Grevenkop,Operational,,,2015.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.8,,,20/09/2021,,Grevenkop,53.8425913,9.5386481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Gröditz,Europe,Germany,Gröditz,Operational,Acciona Energie Windparks Deutschland GmbH,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Gröditz,51.4110818,13.4471558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
Gronau,Europe,Germany,Gronau,Operational,,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.6,,,20/09/2021,,Gronau,52.2125,7.041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Groß Santersleben,Europe,Germany,Groß Santersleben,Operational,Windpark Niedere Börde GmbH & Co. KG,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Groß Santersleben,52.1916394,11.45622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Groß Welle,Europe,Germany,Groß Welle,Operational,Pommer&Schwarz,,2010.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Gumtow,53.014174,12.083641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Großberndten,Europe,Germany,Großberndten,Operational,"Windpark Großberndten GmbH & Co. KG 
c/o Deutsche Structured Finance GmbH",,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,21.9,,,20/09/2021,,Großberndten,51.358618,10.701081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Großefehn,Europe,Germany,Großefehn,Operational,Windpark Timmeler Kampen II/Reidenweg GmbH & Co. KG,,1998.0,,Renewables,Wind,,,On-shore,,,,,,,,,23.9,,,20/09/2021,,Großefehn,53.4025626,7.6077337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
Großenkneten - II,Europe,Germany,Großenkneten - II,Operational,AOS WP Bissel GmbH & Co KG,,2000.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.8,,,20/09/2021,,Großenkneten,52.9434787,8.2524538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Großenkneten - I,Europe,Germany,Großenkneten - I,Operational,Gebr. Stolle Windkraftanlagen GbR,,1995.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.8,,,20/09/2021,,Großenkneten,52.9434787,8.2524538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Sembten,Europe,Germany,Sembten,Operational,Prokon,,2002.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Guben,51.9522404,14.7148187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
Güssefeld,Europe,Germany,Güssefeld,Operational,Windpark Altmark GmbH & Co. Infrastruktur KG,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,32.0,,,20/09/2021,,Güssefeld,52.7197439,11.3728089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
Heiden,Europe,Germany,Heiden,Operational,RWE,,2012.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Heiden,51.8255419,6.9359164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
Heidenrod,Europe,Germany,Heidenrod,Operational,,,2014.0,,Renewables,Wind,,,On-shore,,,,,,,,,30.1,,,20/09/2021,,Heidenrod,50.2127441,7.9962279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Heinsberg,Europe,Germany,Heinsberg,Operational,,,2004.0,,Renewables,Wind,,,On-shore,,,,,,,,,18.0,,,20/09/2021,,Heinsberg,51.0600381,6.1183729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Hellenthal,Europe,Germany,Hellenthal,Operational,"GVK Windpark Hellenthal GmbH & Co. KG
WKA Oberreifferscheid Süd",,2001.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.2,,,20/09/2021,,Hellenthal,50.4909014,6.4414784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Helmshagen,Europe,Germany,Helmshagen,Operational,,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,2.64,,,20/09/2021,,Helmshagen 2,54.056767,13.350411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
Helmstedt,Europe,Germany,Helmstedt,Operational,NEIF (Merinda Windpark) GmbH & Co. KG,,2003.0,,Renewables,Wind,,,On-shore,,,,,,,,,12.0,,,20/09/2021,,Helmstedt,52.228966,11.009544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Hemme,Europe,Germany,Hemme,Operational,,,,,Renewables,Wind,,,On-shore,,,,,,,,,11.0,,,20/09/2021,,Hemme,54.28,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
Mehringer Höhe,Europe,Germany,Mehringer Höhe,Operational,Juwi,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,11.8,,,20/09/2021,,Herl,49.7307503,6.8210691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
Herxheimweyher,Europe,Germany,Herxheimweyher,Operational,Pfalzwind,,2005.0,,Renewables,Wind,,,On-shore,,,,,,,,,9.0,,,20/09/2021,,Rülzheim,49.1521293,8.2542868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
Hetzdorf,Europe,Germany,Hetzdorf,Operational,,,2006.0,,Renewables,Wind,,,On-shore,,,,,,,,,14.0,,,20/09/2021,,Hetzdorf,53.45,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Hilchenbach,Europe,Germany,Hilchenbach,Operational,Rothaarwind,,2007.0,,Renewables,Wind,,,On-shore,,,,,,,,,10.0,,,20/09/2021,,Hilchenbach,50.9967407,8.1111636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
